N,P,K,temperature,humidity,ph,rainfall,label
116.96,51.78,47.17,21.81,56.82,6.3,877.27,cotton
24.38,23.86,22.68,28.09,73.5,6.89,420.57,blackgram
36.47,19.76,17.6,24.01,64.66,6.78,459.19,chickpea
113.29,63.63,80.82,27.13,84.1,6.52,1228.05,banana
100.72,48.61,60.01,25.41,52.12,6.65,763.06,orange
116.21,55.86,54.39,27.41,70.03,7.42,1048.76,orange
102.5,47.55,93.78,26.4,82.52,6.38,1046.53,coconut
39.9,25.61,29.05,16.07,55.09,7.12,429.85,lentil
140.37,55.55,53.29,21.47,76.48,7.32,1140.32,sugarcane
34.17,39.16,29.75,23.99,67.33,6.51,403.6,lentil
97.86,48.51,62.17,28.21,56.06,6.26,579.79,watermelon
89.62,62.5,51.17,24.8,50.18,6.14,430.74,muskmelon
116.84,50.58,54.32,28.79,52.9,6.34,1010.64,orange
58.63,36.67,16.92,27.36,71.83,7.5,1857.75,jute
86.24,49.52,94.81,31.67,71.0,6.28,1893.12,coconut
116.16,45.76,39.67,20.67,84.89,5.55,1736.27,rice
114.09,64.72,66.7,25.31,71.22,6.98,920.86,papaya
100.07,54.84,70.16,26.93,84.46,5.56,1488.12,coconut
68.85,33.86,33.08,32.72,82.12,7.0,1872.71,jute
91.99,55.48,60.03,28.96,69.56,6.34,483.36,watermelon
94.43,37.15,44.73,21.95,68.21,6.89,551.2,grapes
94.86,32.58,40.26,22.71,63.86,6.11,1926.2,coffee
27.95,29.27,23.69,24.09,75.07,6.21,409.37,pigeonpeas
22.24,24.94,25.8,24.85,63.22,6.61,378.73,mungbean
28.22,28.94,33.58,32.69,64.5,7.14,299.77,mungbean
71.73,40.48,47.59,15.18,75.95,6.17,540.46,grapes
111.86,54.12,68.61,28.93,68.24,6.48,569.31,muskmelon
86.44,51.04,48.7,24.15,65.29,6.16,1153.86,apple
99.43,53.71,41.07,23.42,71.11,5.98,1154.49,cotton
85.3,38.28,47.73,22.15,63.21,6.41,1897.43,coffee
94.7,41.73,44.47,25.5,60.81,7.31,832.84,mango
14.19,24.62,13.01,27.33,53.83,7.65,272.32,mothbeans
116.32,64.44,57.44,26.35,78.3,6.2,651.79,cotton
95.19,42.47,58.57,24.42,54.89,6.63,740.68,orange
93.63,49.7,87.68,29.4,84.87,5.88,1637.45,coconut
116.72,54.25,93.72,29.6,71.58,5.96,1229.01,coconut
87.03,53.74,44.21,23.95,76.15,6.96,805.83,grapes
64.32,42.65,48.11,16.36,76.17,6.86,1459.37,apple
114.69,46.91,47.47,19.74,64.05,6.41,1180.43,orange
123.06,76.61,62.65,25.95,83.8,6.1,1342.85,sugarcane
99.06,37.38,32.67,21.59,74.52,6.55,1367.21,coffee
53.76,32.3,33.43,22.0,78.52,6.04,464.93,kidneybeans
44.19,41.49,29.89,15.15,69.88,6.1,604.09,kidneybeans
69.26,43.46,55.37,19.99,71.27,7.0,622.99,grapes
124.68,69.0,65.89,29.88,77.85,7.11,1454.44,banana
28.41,16.3,19.59,29.57,78.09,6.77,329.48,mungbean
19.06,30.04,26.8,33.08,55.99,7.29,144.53,mothbeans
111.4,54.33,96.03,29.46,83.72,7.39,1272.61,banana
94.97,50.89,59.53,16.04,65.6,6.53,750.43,grapes
56.32,37.71,28.41,16.22,78.15,6.06,563.0,kidneybeans
35.3,24.53,22.49,25.1,71.05,7.62,329.13,chickpea
86.1,49.48,57.43,31.4,72.64,6.21,1025.92,mango
117.84,40.89,53.67,25.92,60.63,6.31,1155.52,mango
130.01,51.56,71.65,31.1,76.67,7.29,1254.39,banana
34.44,23.65,31.36,26.23,65.61,6.27,289.64,mungbean
102.11,44.01,58.53,25.8,68.65,6.87,449.04,watermelon
99.1,46.75,46.2,16.15,67.08,7.2,503.72,pomegranate
85.99,62.76,75.65,25.61,57.23,6.16,419.7,watermelon
35.37,37.38,18.0,22.39,62.13,6.99,354.66,chickpea
45.8,35.02,22.94,17.79,64.54,6.42,465.82,kidneybeans
91.18,56.74,61.21,28.62,61.19,6.2,467.08,watermelon
107.71,56.89,74.37,24.22,62.02,6.68,940.49,papaya
104.15,57.17,39.89,21.26,79.64,6.62,1762.57,rice
105.32,48.15,54.01,25.26,56.08,6.18,437.88,muskmelon
139.0,58.94,59.35,25.64,73.97,6.21,1167.25,papaya
23.35,20.6,28.76,21.79,62.59,7.28,404.92,lentil
79.93,32.83,48.86,17.28,62.17,6.68,1694.14,coffee
29.38,14.09,15.17,27.6,57.14,6.81,307.47,mothbeans
35.5,18.12,27.4,25.9,79.1,6.5,257.1,mungbean
112.54,42.01,44.81,24.11,88.85,6.01,1954.84,rice
72.99,49.83,41.04,17.03,55.64,6.05,653.41,wheat
88.91,46.9,69.8,26.69,59.39,6.77,539.36,muskmelon
113.82,57.35,40.9,16.19,57.79,7.0,1140.18,orange
95.04,40.34,43.3,26.8,56.25,6.14,871.36,orange
138.78,79.35,54.44,30.17,78.62,6.27,874.96,papaya
109.05,44.1,58.13,31.32,73.39,6.84,770.2,mango
39.54,34.27,24.72,27.92,69.0,6.39,373.27,mungbean
106.09,50.73,70.54,29.9,76.66,6.77,1870.03,banana
83.81,50.71,63.0,27.32,56.08,7.0,473.83,watermelon
79.71,30.22,22.25,32.69,77.11,6.47,1205.03,jute
35.68,32.73,30.24,23.86,74.58,7.31,497.25,chickpea
133.74,57.37,56.41,29.86,58.38,7.89,794.47,cotton
107.22,40.31,56.55,28.13,52.83,6.37,578.04,cotton
70.58,37.15,39.57,23.89,67.61,6.74,1070.02,apple
72.91,50.54,60.76,19.03,67.2,6.88,652.82,grapes
131.41,56.11,54.13,30.47,63.18,6.96,1142.78,papaya
105.46,78.27,76.69,23.38,67.48,6.13,926.53,papaya
32.36,25.18,24.76,20.42,71.38,7.4,407.81,chickpea
147.7,73.19,66.41,22.29,81.88,6.92,1354.66,sugarcane
99.41,54.22,55.47,24.61,65.4,7.38,640.01,pomegranate
27.6,23.76,18.64,34.19,66.2,7.81,300.62,mothbeans
57.04,40.51,28.58,19.43,77.1,6.29,435.91,kidneybeans
16.84,25.16,10.83,30.63,59.03,6.91,339.91,mothbeans
39.07,18.34,16.61,26.87,72.81,6.82,390.38,mungbean
69.6,47.85,36.78,17.5,62.15,6.87,1583.64,coffee
66.53,45.29,43.66,19.34,55.31,7.47,552.19,wheat
108.93,43.95,51.03,25.84,78.54,5.54,895.64,mango
107.98,53.5,53.55,31.83,50.54,6.87,445.14,muskmelon
109.55,54.62,39.13,21.71,88.21,6.66,1923.72,rice
102.28,78.88,71.8,26.0,78.46,6.89,1629.69,banana
102.53,46.22,85.32,25.37,83.67,5.65,1340.36,coconut
108.17,57.67,38.77,23.69,80.39,6.14,1781.72,rice
57.82,45.54,33.6,23.2,66.09,6.74,491.67,wheat
89.11,52.44,50.38,30.9,58.22,6.25,449.26,watermelon
127.73,63.82,59.01,23.82,67.46,6.39,1087.91,papaya
27.84,29.85,28.17,28.83,66.38,6.5,291.91,blackgram
34.48,33.78,23.25,23.38,76.84,6.78,479.82,pigeonpeas
39.73,26.68,21.27,28.7,67.3,6.22,386.66,chickpea
65.97,31.03,47.59,22.24,75.01,6.71,1374.89,apple
107.45,67.95,72.57,24.28,67.17,6.83,439.81,muskmelon
64.96,40.13,44.93,20.25,72.65,6.35,737.76,grapes
37.45,30.95,17.49,30.96,64.82,6.52,485.09,blackgram
79.11,46.64,43.62,16.86,76.8,6.23,605.55,grapes
53.76,30.56,31.69,34.71,88.4,6.6,1176.76,jute
109.17,41.56,49.38,18.52,49.38,7.11,598.75,pomegranate
154.66,68.68,57.25,28.26,84.1,6.22,1383.48,sugarcane
37.07,24.43,19.12,29.15,73.82,6.1,326.59,blackgram
65.73,40.05,43.72,21.88,74.99,6.42,718.2,grapes
115.67,61.06,98.45,28.62,82.82,7.13,1429.44,banana
119.04,56.9,43.26,16.86,52.0,6.61,607.95,pomegranate
107.83,56.21,46.74,27.51,69.31,7.66,1042.17,cotton
20.9,35.44,25.86,24.7,78.69,6.23,371.41,pigeonpeas
113.3,64.33,77.23,29.49,53.51,6.69,386.95,muskmelon
105.98,56.47,43.24,25.28,86.11,5.6,1585.3,rice
140.24,64.92,97.46,30.54,82.25,6.13,1380.34,banana
110.61,53.88,62.54,25.28,58.43,6.56,411.99,watermelon
35.4,23.58,30.4,30.29,66.88,6.7,470.19,blackgram
90.6,53.41,73.64,32.18,73.64,5.91,1883.67,coconut
109.01,43.34,48.09,22.64,71.66,6.17,838.08,orange
83.94,52.24,50.32,31.28,62.65,5.93,789.61,mango
78.21,31.66,50.14,21.69,50.93,6.48,562.55,wheat
36.86,41.86,20.42,21.77,61.0,6.85,429.79,kidneybeans
92.3,49.0,48.05,25.77,57.41,7.16,731.11,pomegranate
92.92,55.19,54.82,31.11,67.35,6.24,505.54,muskmelon
108.25,60.94,75.21,28.15,82.67,6.16,1464.42,banana
89.53,55.92,62.13,34.49,51.04,6.99,442.63,watermelon
27.26,27.93,26.93,32.76,73.07,6.69,374.65,mungbean
96.91,51.21,51.84,26.22,58.2,6.84,669.33,orange
142.84,77.04,75.77,23.88,80.16,6.34,1484.51,sugarcane
114.46,45.22,40.57,16.63,74.82,6.96,737.06,orange
62.49,48.01,39.91,21.08,69.9,6.11,1342.72,apple
96.42,49.03,48.32,16.07,78.23,6.44,994.32,apple
65.21,31.65,23.95,24.23,71.86,6.89,1299.18,jute
95.27,58.9,88.11,25.41,83.39,6.27,1118.51,coconut
72.13,34.58,45.55,24.16,67.17,6.75,1897.02,coffee
110.93,53.7,31.79,25.45,71.03,6.48,662.34,maize
114.19,52.54,82.43,26.98,74.78,6.77,1602.98,coconut
27.02,31.42,31.97,20.73,76.19,6.48,466.82,chickpea
105.79,46.69,50.68,26.37,52.92,6.36,481.28,muskmelon
105.08,70.43,64.21,34.18,52.17,6.18,456.32,muskmelon
13.78,19.94,30.03,33.39,69.68,7.7,319.08,mothbeans
34.01,21.62,20.98,30.39,78.9,6.24,403.99,mungbean
42.13,18.23,27.6,28.59,78.89,6.3,434.04,pigeonpeas
98.02,52.34,42.6,26.91,78.32,6.4,897.58,orange
111.68,69.58,57.82,28.46,60.21,6.27,434.63,watermelon
101.06,42.37,38.41,17.15,65.69,6.48,1200.4,apple
37.13,37.78,18.27,21.02,51.51,7.24,331.35,lentil
71.88,41.01,47.33,23.11,52.26,6.47,504.91,wheat
61.27,49.29,32.46,17.4,65.03,6.12,1301.14,apple
54.41,31.81,17.32,28.41,87.27,7.21,1210.82,jute
86.82,64.87,72.84,29.18,56.21,6.69,452.66,muskmelon
90.12,61.23,76.66,26.03,51.34,6.89,483.4,muskmelon
136.0,65.73,90.12,28.62,81.58,6.27,1466.83,banana
105.74,63.11,77.31,29.69,80.52,7.14,1609.75,banana
89.79,54.84,47.14,29.59,68.6,7.51,1082.18,mango
121.95,77.82,66.68,23.75,69.39,6.79,1036.0,papaya
111.76,48.37,41.15,24.93,66.96,6.94,793.55,orange
60.13,35.46,41.23,19.91,78.08,6.41,1291.05,apple
21.18,17.77,19.31,30.35,76.89,6.25,468.79,blackgram
29.99,20.53,25.45,26.74,73.19,6.37,233.1,mungbean
34.0,23.99,23.57,32.71,59.36,7.53,203.72,mothbeans
105.32,52.84,71.88,28.48,79.5,6.92,1021.89,papaya
65.83,48.55,45.35,23.56,63.11,6.98,624.43,wheat
28.71,26.3,16.31,24.48,66.18,6.45,381.11,chickpea
37.44,34.16,22.47,25.02,74.71,7.02,480.78,pigeonpeas
105.39,55.06,74.19,28.01,61.24,6.62,935.58,papaya
123.41,69.51,69.66,26.14,79.89,6.85,1888.94,banana
99.31,53.33,58.83,24.24,71.17,7.25,955.13,mango
105.25,59.25,82.27,25.79,78.64,6.65,1406.46,coconut
113.12,53.09,76.92,31.34,80.32,6.9,1543.97,coconut
57.61,34.49,26.02,20.89,62.95,6.2,477.37,kidneybeans
153.22,69.74,54.48,23.66,78.49,6.35,1246.3,sugarcane
108.69,47.92,24.54,25.1,77.54,6.84,961.62,maize
97.78,48.92,36.3,20.86,88.07,6.74,2068.49,rice
87.03,62.24,65.35,28.46,52.81,6.49,430.69,watermelon
144.13,68.74,68.96,22.98,81.8,6.1,1053.77,sugarcane
140.66,55.6,45.08,25.12,70.89,5.97,713.0,cotton
16.43,23.74,17.03,32.39,61.69,6.77,344.66,mothbeans
54.57,30.12,43.5,18.63,66.53,6.68,703.46,wheat
63.32,50.88,34.08,20.06,67.17,6.68,1057.76,apple
42.92,29.58,38.36,16.74,73.87,6.56,408.44,kidneybeans
28.11,20.15,35.48,33.21,76.99,6.72,378.79,mungbean
91.3,36.25,49.79,22.37,71.49,6.84,502.46,grapes
22.42,23.88,17.86,31.06,64.72,6.48,259.45,mungbean
55.84,24.91,17.12,27.4,71.44,6.25,2012.31,jute
118.23,48.49,36.61,21.04,87.42,6.42,1535.8,rice
96.17,54.74,61.32,32.26,65.25,6.74,569.8,watermelon
36.06,18.54,21.22,24.94,63.22,6.16,292.56,blackgram
104.89,54.57,65.09,22.86,64.45,6.97,1193.53,papaya
117.36,66.81,56.79,29.83,72.22,6.32,863.31,papaya
109.54,36.62,23.37,18.19,72.98,6.87,723.15,maize
85.64,37.1,26.59,21.73,62.24,6.08,844.9,maize
123.04,77.14,85.12,28.7,84.09,6.68,1899.31,banana
34.36,31.59,22.88,18.49,60.4,6.49,466.32,lentil
72.22,48.74,53.36,18.37,60.9,6.91,614.72,grapes
35.28,34.2,20.69,27.31,64.29,6.36,451.85,blackgram
114.75,45.47,37.22,24.18,88.83,6.53,1754.41,rice
25.28,33.93,26.71,22.92,62.57,6.78,332.27,chickpea
84.48,55.5,77.52,25.87,69.93,6.97,529.57,watermelon
58.94,49.09,33.84,21.38,75.08,6.79,1947.07,coffee
27.2,26.05,24.95,21.54,73.13,6.68,478.05,chickpea
50.44,25.29,40.17,17.06,69.95,6.05,514.13,kidneybeans
20.61,24.4,21.65,30.48,59.87,7.46,274.87,mothbeans
116.69,59.36,43.95,16.49,52.58,7.33,713.28,orange
127.06,57.38,82.71,28.95,76.37,6.87,1440.88,banana
101.12,51.6,63.56,26.62,52.57,6.19,396.41,muskmelon
24.42,30.59,20.2,16.76,65.22,7.42,342.12,lentil
88.1,44.15,69.17,30.51,76.97,6.37,1081.44,coconut
73.6,31.05,30.24,17.56,59.28,7.29,622.3,wheat
98.57,55.35,50.4,22.98,53.45,6.21,917.07,orange
158.25,58.97,59.67,25.67,84.01,7.32,1081.6,sugarcane
38.49,29.19,20.71,26.46,71.96,6.48,487.0,blackgram
98.5,44.98,58.03,29.0,71.78,6.54,803.22,mango
60.24,47.93,46.17,22.14,63.59,6.14,1283.56,coffee
92.21,45.8,75.22,31.82,71.06,6.35,1101.1,coconut
46.88,25.1,27.38,18.82,79.59,6.21,537.56,kidneybeans
41.97,29.1,23.68,27.15,80.15,7.07,483.83,pigeonpeas
113.04,46.3,77.79,25.32,76.83,6.37,1565.43,coconut
32.63,20.54,31.47,22.72,60.64,6.77,428.43,pigeonpeas
69.87,45.38,50.74,24.71,72.92,6.39,787.28,grapes
121.02,78.38,65.28,24.24,83.14,7.21,1155.65,sugarcane
89.38,35.94,36.24,23.13,61.51,6.91,1140.51,apple
105.13,61.94,74.7,28.81,84.32,7.3,1331.03,banana
101.41,48.4,47.43,22.21,67.53,7.05,788.23,pomegranate
129.43,53.14,95.71,27.12,76.97,6.27,1220.65,banana
115.48,68.89,56.32,30.4,66.01,6.68,964.21,papaya
25.49,22.74,20.94,32.09,56.2,6.73,298.23,mothbeans
30.42,17.69,31.79,34.84,71.09,6.88,265.82,mungbean
61.04,47.48,48.97,16.36,74.75,6.04,1490.57,coffee
71.1,48.67,44.99,16.34,61.1,6.88,571.37,wheat
133.55,60.01,72.24,28.24,76.74,6.53,1445.59,sugarcane
33.65,20.16,34.67,28.42,76.99,7.61,299.22,chickpea
97.04,53.7,49.71,18.02,41.98,6.91,736.19,pomegranate
93.48,54.13,58.8,28.97,74.15,7.23,939.38,orange
78.5,33.38,44.39,20.82,67.47,6.93,1171.82,coffee
31.53,29.96,24.08,27.79,60.88,6.9,356.41,chickpea
101.6,52.93,37.15,22.73,88.08,5.55,1605.13,rice
129.12,56.36,57.5,25.12,70.4,6.26,789.99,papaya
114.87,44.64,68.07,28.71,81.12,5.57,1606.0,coconut
29.02,24.76,21.67,28.37,63.35,6.31,362.09,chickpea
86.36,45.93,91.75,27.88,73.71,5.71,1322.45,coconut
134.88,49.6,49.53,25.17,75.05,6.93,1467.51,sugarcane
87.94,59.91,67.66,30.89,51.09,6.87,489.77,watermelon
32.41,31.68,16.87,32.73,71.93,7.09,233.89,mungbean
74.27,40.99,52.3,15.07,62.07,6.44,768.03,grapes
89.66,47.16,41.24,16.71,50.21,6.84,785.41,pomegranate
82.82,47.34,38.22,26.0,86.12,6.0,1509.3,rice
133.97,53.01,51.69,25.02,51.85,6.17,916.17,cotton
86.62,48.98,35.74,19.45,72.24,5.94,903.27,maize
29.48,39.88,26.67,27.27,66.14,7.31,333.43,chickpea
98.24,38.87,36.47,18.61,76.73,6.65,1280.05,apple
32.4,20.53,16.15,33.65,65.2,6.8,379.97,blackgram
102.46,53.27,73.48,32.69,61.55,6.17,477.96,muskmelon
101.95,51.28,51.84,28.08,60.63,6.75,1095.61,mango
88.21,48.49,50.69,26.42,65.92,7.42,705.27,pomegranate
39.99,34.77,17.31,27.09,70.56,6.66,449.57,blackgram
43.97,35.23,22.3,17.44,68.64,6.43,393.55,kidneybeans
46.03,34.88,39.16,22.05,71.24,6.49,452.15,kidneybeans
117.87,44.99,45.8,24.55,75.65,6.35,872.48,mango
90.67,45.95,43.05,16.98,71.06,6.1,1526.58,coffee
24.48,21.9,25.15,20.77,61.82,6.24,454.39,pigeonpeas
29.98,31.08,22.99,27.59,78.41,7.04,271.16,mungbean
137.36,72.1,79.63,29.33,82.52,6.89,1900.67,banana
25.7,39.28,26.83,26.25,67.8,7.23,415.98,chickpea
29.9,30.72,20.67,26.55,62.47,7.39,517.55,chickpea
75.12,41.42,33.12,22.17,63.85,6.27,1621.71,coffee
21.21,34.6,28.54,21.59,60.25,6.26,437.75,pigeonpeas
84.26,58.56,58.42,17.52,39.97,6.75,638.86,pomegranate
114.2,74.75,75.46,26.25,83.61,6.42,1137.34,papaya
80.03,59.28,51.3,26.14,64.51,5.54,866.01,mango
65.38,41.23,42.04,15.54,68.1,6.42,477.92,wheat
121.58,79.29,53.61,24.99,76.26,6.33,1145.71,papaya
144.74,71.22,75.0,28.29,84.45,6.78,1221.02,sugarcane
74.55,54.54,35.6,21.28,66.0,6.23,950.32,maize
33.92,26.32,19.39,18.72,54.79,6.15,483.34,lentil
125.75,59.9,48.4,26.76,49.92,7.2,1171.63,cotton
42.93,23.46,17.5,20.08,74.91,7.66,356.26,chickpea
61.69,39.38,47.17,18.26,61.92,6.74,1299.66,apple
49.09,36.26,20.64,34.39,89.86,6.88,1126.35,jute
90.09,39.95,37.48,21.84,63.54,6.09,561.57,grapes
63.8,31.62,33.86,23.77,68.97,6.72,1454.52,apple
104.03,47.0,91.63,27.18,72.37,6.28,1303.61,coconut
51.35,34.35,36.48,21.29,61.12,6.07,375.41,kidneybeans
121.28,67.63,56.92,24.89,85.4,6.59,1406.57,sugarcane
24.33,32.84,24.9,28.2,73.03,6.19,430.65,chickpea
85.87,49.72,81.2,26.7,75.41,5.64,1328.65,coconut
19.81,17.65,32.06,30.33,75.93,6.55,383.52,mungbean
89.44,51.25,74.0,31.85,57.81,6.18,478.62,watermelon
90.75,47.62,50.01,25.77,55.68,6.12,606.58,watermelon
136.5,64.39,62.4,22.74,76.22,6.84,900.06,papaya
88.45,39.28,67.48,27.16,69.86,6.15,479.7,muskmelon
30.55,33.48,34.62,31.39,71.24,6.0,326.61,blackgram
22.26,31.3,27.94,22.59,63.57,6.41,376.31,lentil
58.86,32.15,35.74,32.41,78.21,7.23,1182.72,jute
41.76,33.86,26.9,22.75,66.87,7.15,321.97,lentil
117.36,44.42,42.9,25.14,82.86,6.62,1641.09,rice
127.71,52.31,48.2,25.51,67.79,7.69,1188.49,cotton
53.57,35.36,32.6,19.28,78.77,6.55,594.91,kidneybeans
94.41,52.77,61.2,33.34,68.73,6.31,582.81,watermelon
90.27,48.68,53.86,15.11,78.25,6.79,767.08,grapes
111.6,58.34,48.82,14.93,65.23,6.64,690.43,pomegranate
57.26,21.62,25.61,34.81,83.54,6.15,1337.34,jute
136.21,66.93,56.66,24.94,58.92,7.12,779.98,cotton
136.93,52.94,74.11,23.47,79.12,7.02,1189.89,sugarcane
148.83,72.25,50.71,22.89,81.62,6.75,975.36,sugarcane
108.88,36.3,38.82,21.04,62.15,6.39,698.85,maize
111.46,59.55,56.96,23.9,65.76,6.01,729.96,orange
106.49,64.53,51.0,27.84,67.56,6.72,546.77,watermelon
35.44,29.1,32.75,29.37,71.57,6.4,407.87,pigeonpeas
85.69,41.41,44.85,18.33,74.48,6.4,1234.62,apple
93.44,51.84,53.79,20.8,58.96,6.74,1108.78,orange
38.34,25.54,34.04,16.3,51.8,6.16,466.54,lentil
96.19,51.29,43.25,22.83,81.21,5.97,1691.31,rice
89.74,34.85,49.25,24.11,78.59,6.51,1329.47,apple
60.43,38.19,36.43,20.3,76.47,6.1,1053.06,apple
66.91,43.08,40.05,17.03,66.21,6.62,998.25,apple
35.68,34.57,31.14,19.87,61.41,7.49,407.74,chickpea
24.51,17.63,32.11,27.86,66.32,7.15,354.86,mungbean
95.58,46.86,52.64,19.18,79.39,6.62,734.55,grapes
69.09,35.73,33.24,21.21,72.86,6.7,1492.59,coffee
109.82,58.65,69.88,27.27,56.96,6.07,544.3,muskmelon
80.17,49.11,52.64,21.57,72.26,7.25,1053.23,orange
108.9,43.83,39.99,28.79,79.51,6.14,855.03,mango
88.62,47.57,49.14,26.66,64.33,7.44,671.43,pomegranate
60.24,30.15,30.23,24.96,58.59,6.57,577.94,wheat
86.78,47.17,43.38,18.95,74.99,6.3,1078.68,apple
51.95,43.48,24.61,21.32,63.69,6.64,555.74,kidneybeans
80.81,37.8,33.89,18.56,69.83,7.0,976.94,maize
35.72,26.68,17.19,21.26,64.17,6.27,471.37,chickpea
97.51,51.44,60.12,29.9,70.91,6.18,1257.25,coconut
50.38,23.75,31.13,26.92,87.51,6.17,1142.27,jute
97.03,40.67,46.9,28.54,70.2,7.44,1191.61,mango
109.7,51.41,96.25,25.23,74.1,6.19,1239.72,coconut
28.99,25.93,26.69,31.52,67.31,6.49,257.6,mothbeans
108.99,62.89,54.49,29.46,55.1,6.15,581.16,watermelon
94.43,47.1,63.49,24.31,52.2,6.9,567.35,watermelon
102.94,65.33,68.41,28.62,66.14,6.37,1125.0,papaya
16.33,34.81,30.63,28.03,65.42,6.6,310.3,mungbean
85.31,69.86,53.07,25.06,66.54,6.33,529.35,watermelon
122.55,63.29,55.39,21.35,79.31,7.2,1281.56,sugarcane
93.48,59.13,59.45,18.77,63.09,6.95,769.15,pomegranate
80.14,40.22,22.38,32.06,77.0,6.96,1810.86,jute
96.37,64.31,74.67,31.51,53.76,6.26,431.77,muskmelon
115.19,45.0,63.77,30.58,63.2,6.4,593.36,muskmelon
57.7,25.64,24.57,32.32,72.32,6.26,1930.31,jute
76.3,39.61,49.64,15.27,66.01,6.35,1819.92,coffee
22.68,13.36,26.19,30.04,56.97,7.85,282.45,mothbeans
80.62,57.39,45.65,23.69,37.98,6.68,744.59,pomegranate
85.57,30.88,43.23,21.9,66.02,6.1,998.14,apple
41.19,21.08,19.96,29.01,64.76,6.34,369.39,mungbean
83.06,44.5,77.57,31.64,66.16,6.4,432.81,muskmelon
54.23,26.19,38.72,15.64,69.72,6.69,495.8,kidneybeans
50.29,48.74,47.2,19.92,61.48,6.61,433.18,wheat
98.24,57.46,65.64,31.64,81.58,6.92,1712.37,coconut
54.01,41.19,36.22,15.78,65.72,6.66,499.58,kidneybeans
32.26,17.37,18.97,27.4,79.25,6.63,341.27,mungbean
62.12,46.92,29.5,18.95,70.93,6.16,1325.49,apple
22.59,16.05,25.87,25.3,66.57,6.72,362.36,blackgram
107.29,80.79,74.4,24.88,60.84,6.04,846.22,papaya
60.06,39.31,40.04,24.5,57.63,6.86,545.18,wheat
81.0,34.81,39.3,21.28,74.28,6.22,1526.36,coffee
23.73,22.65,29.11,20.69,72.04,7.41,467.97,pigeonpeas
36.4,31.79,18.03,29.46,69.52,7.1,365.79,pigeonpeas
33.2,34.52,32.08,24.04,67.91,6.64,331.99,chickpea
96.42,34.18,46.02,18.22,75.2,6.44,1651.34,coffee
118.04,57.61,53.85,21.84,70.45,6.34,1034.3,cotton
95.02,45.06,26.91,22.95,73.99,6.85,852.44,maize
105.3,44.45,45.5,24.79,85.51,6.44,1721.18,rice
109.19,48.27,47.89,27.51,76.32,7.0,615.45,orange
124.32,52.47,50.14,22.75,70.95,6.91,1029.33,papaya
88.37,55.71,61.6,25.94,75.86,6.06,1298.57,coconut
107.76,56.5,60.02,25.38,68.14,6.48,610.35,watermelon
99.9,67.1,52.97,33.56,54.92,6.37,486.33,muskmelon
100.92,42.11,41.38,20.86,81.33,6.91,2012.03,rice
122.06,52.1,69.84,29.16,75.67,7.24,1805.28,banana
75.1,33.75,30.76,21.03,80.3,6.22,1012.12,apple
123.06,63.05,65.25,22.27,70.69,6.72,984.2,papaya
65.97,45.64,37.08,15.3,68.63,6.23,1856.93,coffee
37.31,28.97,32.18,19.37,69.86,7.46,381.71,lentil
92.26,64.95,58.57,34.39,69.73,6.24,401.24,muskmelon
54.61,23.73,22.68,26.64,83.67,7.27,1675.33,jute
99.31,58.06,42.24,21.19,80.84,6.45,1515.0,rice
109.37,73.38,76.87,24.78,83.96,6.09,872.77,papaya
27.6,17.71,24.22,28.53,73.36,7.14,338.62,mungbean
34.08,21.34,26.17,32.7,70.78,6.65,489.3,blackgram
116.15,75.54,62.99,29.74,75.77,6.83,967.36,papaya
81.31,61.94,73.66,26.93,50.66,6.19,416.74,muskmelon
96.12,54.52,60.87,27.94,50.76,6.68,526.87,muskmelon
24.57,28.46,24.66,29.19,70.66,6.35,272.97,mungbean
91.58,43.37,51.84,16.05,53.85,6.34,855.27,orange
109.98,53.64,51.14,21.47,68.3,7.97,730.28,cotton
94.8,58.19,39.8,23.52,86.29,6.03,1992.38,rice
78.99,35.32,33.2,24.55,60.5,6.3,1444.77,coffee
115.64,48.69,44.05,27.08,87.67,5.96,1708.62,rice
42.73,25.19,20.45,17.28,60.02,6.45,467.97,kidneybeans
39.61,27.85,19.57,24.68,83.9,6.14,1594.86,jute
89.07,40.38,54.36,15.42,68.55,6.8,1196.43,orange
23.31,33.64,31.0,31.58,70.33,6.17,496.19,blackgram
21.06,23.66,30.81,25.24,73.33,6.93,336.62,blackgram
72.21,22.94,30.41,29.92,75.04,6.76,1316.56,jute
25.45,36.95,23.57,15.86,59.62,6.15,341.46,lentil
29.33,26.5,28.99,28.38,64.34,6.7,437.4,chickpea
108.81,35.62,33.22,26.76,64.6,5.94,689.88,maize
107.66,58.58,66.07,29.85,79.55,5.91,1506.37,coconut
110.55,53.91,39.32,28.08,64.28,7.31,893.95,mango
56.12,48.01,45.79,15.81,58.25,7.35,700.72,wheat
92.75,60.16,59.98,17.04,60.76,6.55,505.53,pomegranate
76.9,39.05,47.03,16.79,69.85,6.04,1245.73,coffee
39.3,37.7,35.42,23.64,65.54,6.59,486.73,chickpea
83.63,41.84,58.85,22.72,66.56,6.85,623.64,grapes
49.28,36.37,34.57,25.12,78.43,6.49,1870.98,jute
27.04,38.26,18.67,21.89,62.11,7.01,346.51,lentil
33.89,26.65,17.21,26.61,61.6,6.73,456.98,blackgram
24.52,14.29,12.18,32.71,64.93,7.98,280.6,mothbeans
59.37,44.32,47.05,23.24,58.26,7.0,488.68,wheat
